pl_name,matched,match_kind,master_lang_id,master_name,source_flags,extensions,in_pldb,in_linguist,in_wikipedia,in_esolang,in_hyperpolyglot,in_pygments,in_rosettacode,fuzzy_candidates
Pascal/MT+,False,,,,,,False,False,False,False,False,False,False,
PASCAL-XSC,True,exact_canonical,pascal-xsc,pascal-xsc,pldb,,True,False,False,False,False,False,False,
PascalABC.NET,True,exact_tool,pascal-abc.net,pascal-abc.net,pldb,,True,False,False,False,False,False,True,
PascalScript,False,,,,,,False,False,False,False,False,False,False,pascal-script
PASM,True,exact_canonical,pasm,PASM,esolang,,False,False,False,True,False,False,False,
Passerine,True,exact_canonical,passerine,passerine,pldb,,True,False,False,False,False,False,False,
Pawn,True,exact_canonical,pawn,pawn,linguist;pldb,.inc .pwn .sma,True,True,False,False,True,True,False,
PBASIC,True,exact_canonical,pbasic,pbasic,pldb,,True,False,False,False,False,False,False,
PC-BASIC,False,,,,,,False,False,False,False,False,False,False,
PCASTL,False,,,,,,False,False,False,False,False,False,False,
PCF,False,,,,,,False,False,False,False,False,False,False,
PCN,True,exact_canonical,pcn,pcn,pldb,,True,False,False,False,False,False,False,
PDC Prolog,False,,,,,,False,False,False,False,False,False,False,
PDDL,True,exact_canonical,pddl,PDDL,linguist,.pddl,False,True,False,False,False,True,False,
PDL,True,exact_canonical,pdl,pdl,pldb,,True,False,False,False,False,False,False,
PDL2,False,,,,,,False,False,False,False,False,False,False,
PDML,False,,,,,,False,False,False,False,False,False,False,
PDP-1 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-10 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-11 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-12 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-15 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-4 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-5 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-6 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-7 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-8 Assembly,False,,,,,,False,False,False,False,False,False,False,
PDP-9 Assembly,False,,,,,,False,False,False,False,False,False,False,
PEARL,True,exact_canonical,pearl,pearl,pldb,,True,False,False,False,False,False,False,
Pebble,True,exact_canonical,pebble,pebble,pldb,,True,False,False,False,False,False,True,
Pegasus Autocode,False,,,,,,False,False,False,False,False,False,False,pegasus-autocode
Pen,False,,,,,,False,False,False,False,False,False,False,
Penrose,True,exact_canonical,penrose,penrose,pldb,,True,False,False,False,False,False,False,
PeopleCode,True,exact_canonical,peoplecode,peoplecode,pldb,,True,False,False,False,False,False,True,
Pep,True,exact_canonical,pep,pep,pldb,,True,False,False,False,False,False,False,
PEP-10,False,,,,,,False,False,False,False,False,False,False,
Pep-7,False,,,,,,False,False,False,False,False,False,False,
Pep-8,False,,,,,,False,False,False,False,False,False,False,
Pep-9,False,,,,,,False,False,False,False,False,False,False,
Pep/8,False,,,,,,False,False,False,False,False,False,False,
PEPA,False,,,,,,False,False,False,False,False,False,False,
Perl,True,exact_canonical,perl,perl,esolang;linguist;pldb;wikipedia,.al .cgi .fcgi .perl .ph .pl .plx .pm .psgi .t,True,True,True,True,True,True,True,
Perl 6,False,,,,,,False,False,False,False,False,False,False,
Perl6,True,exact_alias,raku,raku,linguist;pldb,.6pl .6pm .nqp .p6 .p6l .p6m .pl .pl6 .pm .pm6 .raku .rakumod .t,True,True,False,False,True,True,True,
Perlito,False,,,,,,False,False,False,False,False,False,False,
PerlScript,False,,,,,,False,False,False,False,False,False,False,
PET BASIC,False,,,,,,False,False,False,False,False,False,False,
PFE,False,,,,,,False,False,False,False,False,False,False,
pForth,False,,,,,,False,False,False,False,False,False,False,
PGF,False,,,,,,False,False,False,False,False,False,False,
PGQL,True,exact_canonical,pgql,pgql,pldb,,True,False,False,False,False,False,False,
pH,False,,,,,,False,False,False,False,False,False,False,
Phalanger,False,,,,,,False,False,False,False,False,False,False,
Pharo,True,exact_canonical,pharo,pharo,pldb;wikipedia,,True,False,True,False,False,False,False,
Phel,True,exact_canonical,phel,phel,pldb,,True,False,False,False,False,False,False,
Phix,False,,,,,,False,False,False,False,False,False,False,
PHP,True,exact_canonical,php,php,linguist;pldb;wikipedia,.aw .ctp .fcgi .inc .php .php3 .php4 .php5 .phps .phpt,True,True,True,False,True,True,True,
Phrogram,False,,,,,,False,False,False,False,False,False,False,
Pic,True,exact_canonical,pic,pic,linguist;pldb,.chem .pic,True,True,False,False,True,False,False,
PIC Assembly,False,,,,,,False,False,False,False,False,False,False,
Picat,True,exact_canonical,picat,picat,pldb,,True,False,False,False,False,False,True,
PICAXE BASIC,False,,,,,,False,False,False,False,False,False,False,
PicBasic,False,,,,,,False,False,False,False,False,False,False,
Piccolo,False,,,,,,False,False,False,False,False,False,False,
Pick BASIC,False,,,,,,False,False,False,False,False,False,False,
Pico,True,exact_canonical,pico,pico,esolang;pldb,,True,False,False,True,False,False,False,
PICO-8,False,,,,,,False,False,False,False,False,False,False,
PicoBlaze Assembly,False,,,,,,False,False,False,False,False,False,False,
PicoC,False,,,,,,False,False,False,False,False,False,False,
Picol,False,,,,,,False,False,False,False,False,False,False,
Picolisp,True,exact_canonical,picolisp,picolisp,linguist;pldb,.l,True,True,False,False,True,False,True,
Picrin,False,,,,,,False,False,False,False,False,False,False,
Pict,True,exact_canonical,pict,pict,pldb,,True,False,False,False,False,False,True,
Pie,True,exact_canonical,pie,pie,esolang;pldb,,True,False,False,True,False,False,False,
Piet,True,exact_canonical,piet,Piet,esolang,,False,False,False,True,False,False,True,
Pig Latin,False,,,,,,False,False,False,False,False,False,False,PigLatin
Pikchr,True,exact_canonical,pikchr,pikchr,pldb,,True,False,False,False,False,False,False,
Pike,True,exact_canonical,pike,pike,linguist;pldb,.pike .pmod,True,True,False,False,True,True,True,
Pikelet,True,exact_canonical,pikelet,pikelet,pldb,,True,False,False,False,False,False,False,
PIKT,True,exact_canonical,pikt,pikt,pldb,,True,False,False,False,False,False,False,
Pilog,False,,,,,,False,False,False,False,False,False,False,
PILOT,True,exact_canonical,pilot,pilot,pldb,,True,False,False,False,False,False,True,
Pinafore,False,,,,,,False,False,False,False,False,False,False,
Pine Script,False,,,,,,False,False,False,False,False,False,False,
Pinecone,True,exact_canonical,pinecone,Pinecone,esolang,,False,False,False,True,False,False,False,
Pip,True,exact_canonical,pip,Pip,esolang,,False,False,False,True,False,False,False,
PIR,True,exact_alias,parrot-internal-representation,parrot-internal-representation,linguist;pldb,.pir,True,True,False,False,True,False,True,
Pixel Bender,False,,,,,,False,False,False,False,False,False,False,
Pixie,False,,,,,,False,False,False,False,False,False,False,
Pixilang,False,,,,,,False,False,False,False,False,False,False,
Pizza,True,exact_canonical,pizza,pizza,esolang;pldb,,True,False,False,True,False,False,False,
Pkl,True,exact_canonical,pkl,pkl,linguist;pldb,.pkl,True,True,False,False,False,False,False,
PL-11,True,exact_canonical,pl-11,pl-11,pldb,,True,False,False,False,False,False,False,
PL-X,True,exact_canonical,pl-x,pl-x,pldb,,True,False,False,False,False,False,False,
PL/0,False,,,,,,False,False,False,False,False,False,False,
PL/360,False,,,,,,False,False,False,False,False,False,False,
PL/6,False,,,,,,False,False,False,False,False,False,False,
PL/8,False,,,,,,False,False,False,False,False,False,False,
PL/A,False,,,,,,False,False,False,False,False,False,False,
PL/B,False,,,,,,False,False,False,False,False,False,False,
PL/C,False,,,,,,False,False,False,False,False,False,False,
PL/CS,False,,,,,,False,False,False,False,False,False,False,
PL/I,False,,,,,,False,False,False,False,False,False,False,
PL/J,False,,,,,,False,False,False,False,False,False,False,
PL/M,False,,,,,,False,False,False,False,False,False,False,
PL/M-386,False,,,,,,False,False,False,False,False,False,False,
PL/M-51,False,,,,,,False,False,False,False,False,False,False,
PL/M-80,False,,,,,,False,False,False,False,False,False,False,
PL/M-86,False,,,,,,False,False,False,False,False,False,False,
PL/P,False,,,,,,False,False,False,False,False,False,False,
PL/pgSQL,True,exact_tool,plpgsql,plpgsql,linguist;pldb,.pgsql .sql,True,True,False,False,True,True,True,
PL/S,False,,,,,,False,False,False,False,False,False,False,
PL/SQL,False,,,,,,False,False,False,False,False,False,False,
PL/T,False,,,,,,False,False,False,False,False,False,False,
PL/Tcl,False,,,,,,False,False,False,False,False,False,False,
PL/Z,False,,,,,,False,False,False,False,False,False,False,
PL360,True,exact_canonical,pl360,pl360,pldb,,True,False,False,False,False,False,False,
PL516,False,,,,,,False,False,False,False,False,False,False,
Plaid,False,,,,,,False,False,False,False,False,False,False,
Plain English,True,exact_tool,plain-english,plain-english,pldb,,True,False,False,False,False,False,True,
Plait,False,,,,,,False,False,False,False,False,False,False,
PLAN,False,,,,,,False,False,False,False,False,False,False,
Plan 9 C,False,,,,,,False,False,False,False,False,False,False,
PLANC,False,,,,,,False,False,False,False,False,False,False,
PLANIT,True,exact_canonical,planit,planit,pldb,,True,False,False,False,False,False,False,
Plankalkul,True,exact_canonical,plankalkul,plankalkul,esolang;pldb,,True,False,False,True,False,False,False,
Plankalkül,True,normalized_canonical,plankalkul,plankalkul,esolang;pldb,,True,False,False,True,False,False,False,
Planner,True,exact_canonical,planner,planner,pldb,,True,False,False,False,False,False,False,
PlantUML,True,exact_canonical,plantuml,plantuml,linguist;pldb,.iuml .plantuml .puml,True,True,False,False,True,False,False,
Plasma,True,exact_canonical,plasma,plasma,pldb,,True,False,False,False,False,False,False,
Plato,False,,,,,,False,False,False,False,False,False,False,
PlayBasic,False,,,,,,False,False,False,False,False,False,False,
PLEX,True,exact_canonical,plex,plex,pldb,,True,False,False,False,False,False,False,
Plexil,True,exact_canonical,plexil,plexil,pldb,,True,False,False,False,False,False,False,
Pliant,True,exact_canonical,pliant,pliant,pldb,,True,False,False,False,False,False,False,
Plorth,False,,,,,,False,False,False,False,False,False,False,
Plover,False,,,,,,False,False,False,False,False,False,False,
PLUS,True,exact_canonical,plus,plus,esolang;pldb,,True,False,False,True,False,False,True,
PlusCal,False,,,,,,False,False,False,False,False,False,False,
Pluto,False,,,,,,False,False,False,False,False,False,False,
Plutus,False,,,,,,False,False,False,False,False,False,False,
PLZ,True,exact_canonical,plz,plz,pldb,,True,False,False,False,False,False,False,
PMML,False,,,,,,False,False,False,False,False,False,False,
Pnuts,True,exact_canonical,pnuts,pnuts,pldb,,True,False,False,False,False,False,False,
Pocketlang,False,,,,,,False,False,False,False,False,False,False,
PogoScript,True,exact_canonical,pogoscript,pogoscript,linguist;pldb,.pogo,True,True,False,False,True,False,False,
Pointless,True,exact_canonical,pointless,pointless,esolang;pldb,,True,False,False,True,False,True,True,
Poke,True,exact_canonical,poke,poke,esolang;pldb,,True,False,False,True,False,False,False,
Polar,True,exact_canonical,polar,Polar,linguist,.polar,False,True,False,False,False,False,False,
Pollen,False,,,,,,False,False,False,False,False,False,False,
PolyForth,False,,,,,,False,False,False,False,False,False,False,
POLYMATH,True,exact_canonical,polymath,polymath,pldb,,True,False,False,False,False,False,False,
PolyML,False,,,,,,False,False,False,False,False,False,False,
PolyP,True,exact_canonical,polyp,polyp,pldb,,True,False,False,False,False,False,False,
Polyphonic C#,False,,,,,,False,False,False,False,False,False,False,
Ponder,False,,,,,,False,False,False,False,False,False,False,
Pony,True,exact_canonical,pony,pony,linguist;pldb,.pony,True,True,False,False,True,True,True,
POOL,False,,,,,,False,False,False,False,False,False,False,
POP-1,False,,,,,,False,False,False,False,False,False,False,
Pop-11,True,exact_canonical,pop-11,pop-11,pldb,,True,False,False,False,False,False,False,
POP-2,True,exact_canonical,pop-2,pop-2,pldb;wikipedia,,True,False,True,False,False,False,False,
POPLER,False,,,,,,False,False,False,False,False,False,False,
Poplog,True,exact_canonical,poplog,poplog,pldb,,True,False,False,False,False,False,False,
Popr,True,exact_canonical,popr,popr,pldb,,True,False,False,False,False,False,False,
Portable Standard Lisp,False,,,,,,False,False,False,False,False,False,False,
Porth,False,,,,,,False,False,False,False,False,False,False,
Portugol,True,exact_canonical,portugol,Portugol,linguist,.por,False,True,False,False,False,True,True,
PostFix,False,,,,,,False,False,False,False,False,False,False,
PostScript,True,exact_canonical,postscript,postscript,linguist;pldb,.eps .epsi .pfa .ps,True,True,False,False,True,True,True,
Potigol,False,,,,,,False,False,False,False,False,False,False,
Potion,True,exact_canonical,potion,potion,pldb,,True,False,False,False,False,False,True,
POV-Ray,True,exact_alias,pov-ray-sdl,pov-ray-sdl,linguist;pldb,.inc .pov,True,True,False,False,True,True,True,
POV-Ray SDL,True,exact_tool,pov-ray-sdl,pov-ray-sdl,linguist;pldb,.inc .pov,True,True,False,False,True,True,True,
Power Fx,False,,,,,,False,False,False,False,False,False,False,
Power Query M,False,,,,,,False,False,False,False,False,False,False,
PowerBASIC,True,exact_canonical,powerbasic,powerbasic,pldb,,True,False,False,False,False,False,True,
PowerBuilder,True,exact_canonical,powerbuilder,powerbuilder,linguist;pldb,.pbt .sra .sru .srw,True,True,False,False,True,False,True,
Powerhouse,False,,,,,,False,False,False,False,False,False,False,
PowerLoom,False,,,,,,False,False,False,False,False,False,False,
PowerPC Assembly,False,,,,,,False,False,False,False,False,False,False,
Powershell,True,exact_canonical,powershell,powershell,linguist;pldb,.ps1 .psd1 .psm1,True,True,False,False,True,True,True,
PPL,False,,,,,,False,False,False,False,False,False,False,
Praat,True,exact_canonical,praat,Praat,linguist,.praat,False,True,False,False,False,True,False,
Prelude,True,exact_canonical,prelude,Prelude,esolang,,False,False,False,True,False,False,False,
PRINT,True,exact_canonical,print,PRINT,esolang,,False,False,False,True,False,False,False,
PRISM,True,exact_canonical,prism,prism,pldb,,True,False,False,False,False,False,False,
ProbLog,False,,,,,,False,False,False,False,False,False,False,prolog
Processing,True,exact_canonical,processing,processing,linguist;pldb;wikipedia,.pde,True,True,True,False,True,False,True,
Produire,False,,,,,,False,False,False,False,False,False,False,
Profan²,False,,,,,,False,False,False,False,False,False,False,
PROGOL,True,exact_canonical,progol,progol,pldb,,True,False,False,False,False,False,False,
Prograph,True,exact_canonical,prograph,prograph,pldb,,True,False,False,False,False,False,False,
Progress 4GL,False,,,,,,False,False,False,False,False,False,False,
Progress ABL,False,,,,,,False,False,False,False,False,False,False,
PROIV,True,exact_canonical,proiv,proiv,pldb,,True,False,False,False,False,False,False,
